variant,soc_enabled,soc_threshold,soc_neighbor_coupling,soc_align_relax,speed_ratio,seed,safe_frac,captured_frac,chi,chi_local,tau_P_ar1,xi_fluct,soc_topple_steps,soc_topple_events_total,soc_topple_size_mean,soc_branch_ratio
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.1,5,0.3984375,0.0078125,1.0623787309618797,6.398252847044652,198.99999999999983,7.5,591.0,3339.0,5.649746192893401,1.0777093789394387
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.1,2,0.3125,0.0,0.5110311477176231,8.188337603413824,198.99999999999983,7.5,596.0,3908.0,6.557046979865772,1.056043315007269
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.1,6,0.3671875,0.0,0.12472096462672608,5.693525948998981,79.95840553172631,7.5,590.0,4010.0,6.796610169491525,1.0558035423711245
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.1,7,0.34375,0.0078125,0.4730233812417249,5.923240728397333,198.99999999999983,17.5,574.0,3697.0,6.440766550522648,1.0778916723306686
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.1,8,0.390625,0.0078125,0.1692366524893609,5.3128371003860675,86.87814400985039,7.5,593.0,3714.0,6.263069139966273,1.0505041282784122
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.1,9,0.3515625,0.0,0.33477742422816986,3.4234165391767646,198.99999999999983,12.5,592.0,3871.0,6.538851351351352,1.0542875305443866
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.1,10,0.375,0.0,0.29625814605706924,4.213693814291393,198.99999999999983,7.5,596.0,4056.0,6.805369127516778,1.0662353408436753
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.1,13,0.3203125,0.0,0.23079912152377247,3.9902400186263622,198.99999999999983,17.5,594.0,4526.0,7.619528619528619,1.0510947450276924
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.1,14,0.28125,0.015625,0.17361969014919562,4.4149072884272265,198.99999999999983,42.5,580.0,4438.0,7.651724137931034,1.0596994138100027
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.1,12,0.2578125,0.0,0.2964301123808733,4.137977821283012,198.99999999999983,12.5,581.0,4032.0,6.9397590361445785,1.0798395992107959
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.1,11,0.2734375,0.0,0.34691700761801264,4.784392715489049,198.99999999999983,22.5,581.0,4016.0,6.912220309810671,1.0778008554497824
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.1,15,0.3984375,0.015625,0.250917995624846,7.324257296534919,198.99999999999983,7.5,599.0,4051.0,6.762938230383973,1.0522237649610757
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.1,16,0.4140625,0.0,0.15989232253132352,3.5465333297181503,198.99999999999983,0.0,600.0,4539.0,7.565,1.055670901349845
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.1,17,0.453125,0.0,0.7152012730842668,4.970933875326301,198.99999999999983,7.5,600.0,4160.0,6.933333333333334,1.054801752916516
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.1,18,0.3984375,0.0,0.7912124762746172,4.507333005109748,198.99999999999983,7.5,593.0,3495.0,5.893760539629005,1.0783074455046204
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.1,21,0.4296875,0.0078125,0.3107243691415962,2.8423370659108422,198.99999999999983,7.5,563.0,2978.0,5.289520426287744,1.1028229922949548
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.1,20,0.390625,0.0078125,1.8929349280081396,8.194154876786966,198.99999999999983,0.0,592.0,3550.0,5.996621621621622,1.0709713029248713
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.1,23,0.421875,0.0,0.2736030571926515,3.5414922221184773,198.99999999999983,27.5,591.0,3591.0,6.0761421319796955,1.0662315932654916
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.1,19,0.3125,0.0,0.7958980220104657,7.008844883509323,198.99999999999983,12.5,589.0,4200.0,7.130730050933786,1.0693256641957836
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.1,22,0.34375,0.0078125,0.33914918875319383,4.513985604319049,198.99999999999983,12.5,598.0,3833.0,6.409698996655519,1.0642839800151125
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.1,24,0.328125,0.0078125,0.15439970409111922,5.760729638727889,198.99999999999983,7.5,595.0,4575.0,7.689075630252101,1.047922716206561
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.1,25,0.3671875,0.015625,0.5888548373176723,2.09106688441941,198.99999999999983,12.5,580.0,3758.0,6.479310344827586,1.0692801720613363
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.3,0,0.25,0.25,0.2206723622811784,0.00024866926130342137,198.99999999999983,7.5,593.0,3246.0,5.473861720067454,1.0849145153832656
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.1,26,0.28125,0.0078125,0.8092743067726975,6.7486794774697465,198.99999999999983,0.0,598.0,3400.0,5.68561872909699,1.092195782680326
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.1,28,0.3359375,0.0,0.21266104135479344,3.9592645428425906,198.99999999999983,0.0,600.0,4114.0,6.8566666666666665,1.0535909347998125
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.3,1,0.2734375,0.203125,0.6712172363171335,1.04864381414347,198.99999999999983,12.5,594.0,4321.0,7.274410774410774,1.0420418632277575
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.1,27,0.3046875,0.0078125,0.6810614913458384,3.5263996981777526,198.99999999999983,7.5,598.0,4158.0,6.953177257525083,1.0484040650155668
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.1,29,0.296875,0.0,0.3131987677709218,10.469811241935211,198.99999999999983,17.5,598.0,4309.0,7.205685618729097,1.0622745091684216
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.3,2,0.3984375,0.1796875,0.6305833315041535,2.6775898820837902,198.99999999999983,12.5,597.0,3733.0,6.252931323283082,1.0596407554041782
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.3,3,0.359375,0.203125,0.4725300686089191,2.2476200609570176,198.99999999999983,7.5,590.0,3170.0,5.372881355932203,1.079914150648446
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.3,6,0.46875,0.2421875,0.4844246011155074,1.3486430300247583,167.88800772494045,0.0,590.0,3151.0,5.340677966101695,1.0821680276900991
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.3,4,0.3359375,0.1953125,0.3248081691136928,2.11218555201376,198.99999999999983,7.5,582.0,3681.0,6.324742268041237,1.0829564950824204
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.3,5,0.359375,0.1953125,0.7365034226714997,0.8231952614122409,198.99999999999983,7.5,574.0,3438.0,5.989547038327526,1.064443449029018
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.3,9,0.359375,0.1640625,0.40613310272323616,0.9798935165216037,198.99999999999983,7.5,572.0,3178.0,5.555944055944056,1.075812686991001
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.3,8,0.296875,0.2109375,0.12993490239480646,2.462101431266289,87.17738170339328,12.5,590.0,3625.0,6.1440677966101696,1.0559136683822619
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.3,7,0.296875,0.1484375,0.24347378600081584,3.193177194249637,105.6785274774002,7.5,587.0,3555.0,6.056218057921636,1.0825182688889776
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.3,10,0.3203125,0.171875,0.3562561309612426,3.996223994362285,198.99999999999983,12.5,592.0,2960.0,5.0,1.102585671050138
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.3,12,0.328125,0.234375,1.5497291356227314,3.6451849150046605,198.99999999999983,7.5,588.0,4115.0,6.9982993197278915,1.0608970157611262
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.3,13,0.2890625,0.25,0.17060189689959568,4.799643112783115,198.99999999999983,17.5,585.0,3311.0,5.65982905982906,1.0790421895385527
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.3,15,0.3203125,0.2578125,0.5459556544433324,5.789053970372935,198.99999999999983,12.5,591.0,3139.0,5.311336717428088,1.062177309442291
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.3,11,0.2578125,0.1953125,1.7142990304853356,6.233562980385802,198.99999999999983,7.5,596.0,3728.0,6.25503355704698,1.060116508141718
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.3,14,0.28125,0.2734375,0.7609180832749446,0.0003199219914521267,198.99999999999983,7.5,586.0,3084.0,5.262798634812286,1.060438863131171
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.3,17,0.3359375,0.25,1.253679969582276,2.442901038867455e-05,198.99999999999983,32.5,592.0,3016.0,5.094594594594595,1.0777091727599342
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.3,16,0.2890625,0.2734375,0.2529771669290046,0.0013256571505927115,133.68253904970126,7.5,593.0,3687.0,6.217537942664419,1.059118249658594
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.3,18,0.3046875,0.2265625,0.5025744534323688,3.6930110031875443,198.99999999999983,12.5,592.0,3191.0,5.390202702702703,1.086649504359033
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.3,19,0.2734375,0.265625,0.5415185619695918,0.3892892882501555,198.99999999999983,17.5,587.0,3367.0,5.735945485519591,1.0559343605657099
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.3,22,0.375,0.1875,0.3990191204136365,0.021154397014300892,198.99999999999983,7.5,597.0,3316.0,5.5544388609715245,1.0645315164832534
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.3,23,0.328125,0.1953125,0.17001262137527454,0.019412348154588605,198.99999999999983,12.5,591.0,3234.0,5.472081218274112,1.073903916787765
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.3,20,0.3828125,0.203125,0.6027540145530023,5.546840511662844,198.99999999999983,0.0,569.0,2705.0,4.753954305799649,1.1011320677849261
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.3,21,0.3828125,0.109375,0.26344700105739915,1.7378369121334658,198.99999999999983,12.5,558.0,1971.0,3.532258064516129,1.1473240553581665
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.3,24,0.3671875,0.265625,0.17428798978274748,3.6187044855606403,165.2274185462494,12.5,592.0,3100.0,5.236486486486487,1.0794687260087379
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.3,25,0.3515625,0.203125,0.40072622314937656,0.37015281389856325,198.99999999999983,12.5,590.0,4063.0,6.886440677966101,1.0623835278232074
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.3,26,0.3671875,0.203125,0.4937163912897436,7.297448532031695,198.99999999999983,0.0,571.0,3402.0,5.957968476357268,1.06306398351677
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.3,27,0.3515625,0.2421875,0.5494313093336176,3.047856801995153,198.99999999999983,12.5,588.0,4101.0,6.974489795918367,1.0482536474599813
